Name-additional,yearID,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,RA9extras,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
abadfe01,2023,Fernando Abad*,37,COL,6.1,6,0,3,4.26,5.06,0.13,-0.33,0,109.4,5.03,1,0.1,0.4,0,0.1,1,0.509,0.5,"$100,000 ",Free Agency
abbotan01,2023,Andrew Abbott*,24,CIN,109.1,21,21,47,3.87,466.00%,-15.00%,22.00%,0,10270.00%,516.00%,1600.00%,170.00%,,-0.1,260.00%,26,0.58,0.51,,Amateur Draft
abbotco01,2023,Cory Abbott,27,WSN,39.1,22,0,29,6.64,492.00%,-18.00%,-32.00%,0,9550.00%,456.00%,-900.00%,-90.00%,0.6,0.1,-40.00%,-5,0.46,0.495,,Waivers
abreual01,2023,Albert Abreu,27,NYY,59,45,0,39,5.95,494.00%,13.00%,-33.00%,0.29,10150.00%,484.00%,-800.00%,-80.00%,0.65,0,-20.00%,-2,0.482,0.495,"$738,700 ",Waivers
abreubr01,2023,Bryan Abreu,26,HOU,72,72,0,17,2.13,468.00%,12.00%,-31.00%,0.08,9820.00%,425.00%,1600.00%,170.00%,1.34,0.1,250.00%,24,0.523,0.51,"$745,200 ",Amateur Free Agent
acevedo01,2023,Domingo Acevedo,29,OAK,9.1,9,0,11,10.61,468.00%,-66.00%,-31.00%,0,9350.00%,470.00%,-600.00%,-60.00%,1.46,-0.2,-70.00%,-5,0.433,0.496,"$725,000 ",Free Agency
actonga01,2023,Garrett Acton,25,OAK,5.2,6,0,8,12.71,544.00%,-62.00%,-36.00%,0,9010.00%,514.00%,-500.00%,-50.00%,0.91,0,-40.00%,-4,0.423,0.497,,Free Agency
adamja01,2023,Jason Adam,31,TBR,54.1,56,0,21,3.48,462.00%,12.00%,-31.00%,0,9650.00%,404.00%,300.00%,30.00%,1.26,-0.1,70.00%,9,0.505,0.502,"$1,775,000 ",Free Agency
adamsau02,2023,Austin Adams,32,ARI,17.1,24,0,12,6.23,491.00%,22.00%,-32.00%,0,9870.00%,431.00%,-400.00%,-40.00%,0.88,0,-20.00%,-2,0.485,0.498,,Free Agency
adcocty01,2023,Ty Adcock,26,SEA,15.2,12,0,7,4.02,450.00%,10.00%,-30.00%,0,9060.00%,371.00%,-100.00%,-10.00%,0.73,0,10.00%,1,0.494,0.5,,Amateur Draft
adonjo01,2023,Joan Adon,24,WSN,51.2,12,10,37,6.45,468.00%,-19.00%,17.00%,0,9900.00%,499.00%,-800.00%,-80.00%,0.34,0,-30.00%,-3,0.435,0.495,,
akinke01,2023,Keegan Akin*,28,BAL,23.2,24,1,22,8.37,479.00%,18.00%,-30.00%,0.47,9650.00%,462.00%,-1000.00%,-100.00%,0.93,0,-80.00%,-8,0.458,0.494,"$731,100 ",Amateur Draft
alberha01,2023,Hanser Alberto,30,CHW,1.2,2,0,4,21.6,463.00%,-58.00%,-31.00%,0,10800.00%,530.00%,-300.00%,-30.00%,0,0.1,-10.00%,-3,0.363,0.498,"$454,285 ",Free Agency
alcaljo01,2023,Jorge Alcalá,27,MIN,17.1,11,0,13,6.75,448.00%,16.00%,-30.00%,0,10550.00%,424.00%,-500.00%,-50.00%,0.75,0,-30.00%,-3,0.455,0.497,"$790,000 ",Traded
alcansa01,2023,Sandy Alcántara,27,MIA,184.2,28,28,91,4.44,489.00%,-5.00%,23.00%,0,10210.00%,527.00%,1800.00%,190.00%,,-0.1,340.00%,35,0.566,0.511,"$6,300,000 ",Traded
alexasc02,2023,Scott Alexander*,33,SFG,48.1,55,8,30,5.59,475.00%,-9.00%,-29.00%,0.23,9710.00%,464.00%,-500.00%,-50.00%,1.2,-0.2,-20.00%,0,0.491,0.497,"$1,200,000 ",Free Agency
alexaty01,2023,Tyler Alexander*,28,DET,44,25,1,25,5.11,506.00%,14.00%,-30.00%,0,10370.00%,479.00%,-200.00%,-20.00%,0.48,0,20.00%,3,0.491,0.499,"$1,875,000 ",Amateur Draft--no sign
allarko01,2023,Kolby Allard*,25,ATL,12.1,4,3,9,6.57,435.00%,19.00%,16.00%,0,9830.00%,425.00%,-300.00%,-30.00%,0.04,0,-20.00%,-2,0.426,0.498,,Traded
allenlo02,2023,Logan Allen*,24,CLE,125.1,24,24,55,3.95,444.00%,17.00%,20.00%,0,9810.00%,439.00%,500.00%,50.00%,,-0.1,160.00%,18,0.52,0.503,,Amateur Draft
almonye01,2023,Yency Almonte,29,LAD,48,49,0,30,5.63,469.00%,41.00%,-31.00%,0.12,9890.00%,405.00%,-800.00%,-80.00%,1.02,-0.1,-50.00%,-4,0.483,0.495,"$1,500,000 ",Free Agency
alvarjo03,2023,José Alvarado*,28,PHI,41.1,42,0,15,3.27,477.00%,-16.00%,-31.00%,0.27,9680.00%,473.00%,700.00%,70.00%,1.47,0,110.00%,11,0.517,0.504,"$3,466,667 ",Traded
alzolad01,2023,Adbert Alzolay,28,CHC,64,58,0,23,3.23,466.00%,23.00%,-31.00%,0.44,10220.00%,466.00%,1000.00%,100.00%,1.61,0.1,180.00%,16,0.518,0.506,"$744,750 ",Amateur Free Agent
anderch01,2023,Chase Anderson,35,2TM,86.1,19,17,53,5.53,466.00%,10.00%,18.00%,0,11610.00%,551.00%,0.00%,0.00%,0.37,-0.1,70.00%,8,0.501,0.499,"$549,682 ",Waivers
andergr01,2023,Grant Anderson,26,TEX,35.2,26,0,20,5.05,464.00%,26.00%,-31.00%,0,10400.00%,423.00%,-400.00%,-40.00%,1.48,-0.2,-20.00%,0,0.486,0.498,,Traded
anderni01,2023,Nick Anderson,32,ATL,35.1,35,0,14,3.57,468.00%,16.00%,-31.00%,0.16,10070.00%,440.00%,300.00%,30.00%,1.5,0,70.00%,7,0.51,0.502,"$875,000 ",Free Agency
anderty01,2023,Tyler Anderson*,33,LAA,141,27,25,90,5.74,469.00%,-9.00%,20.00%,0,10420.00%,519.00%,-1000.00%,-100.00%,0.96,-0.1,20.00%,5,0.462,0.494,"$13,000,000 ",Free Agency
andrecl02,2023,Clayton Andrews*,26,MIL,3.1,4,0,11,29.7,530.00%,73.00%,-35.00%,1.69,9870.00%,584.00%,-900.00%,-70.00%,1.24,-0.1,-80.00%,-9,0.316,0.495,,Amateur Draft
antonte01,2023,Tejay Antone,29,CIN,5.2,5,1,1,1.59,469.00%,-12.00%,-12.00%,0,10770.00%,504.00%,200.00%,20.00%,0.75,0,30.00%,3,0.545,0.501,"$770,000 ",Amateur Draft
armstsh01,2023,Shawn Armstrong,32,TBR,52,39,6,12,2.08,470.00%,14.00%,-21.00%,0.11,9710.00%,433.00%,1200.00%,130.00%,0.97,-0.1,170.00%,18,0.533,0.508,"$1,200,000 ",Free Agency
ashcrgr01,2023,Graham Ashcraft,25,CIN,145.2,26,26,78,4.82,477.00%,-17.00%,22.00%,0,10550.00%,545.00%,1000.00%,110.00%,,-0.1,240.00%,24,0.542,0.507,"$722,500 ",Amateur Draft
assadja01,2023,Javier Assad,25,CHC,109.1,32,10,38,3.13,460.00%,25.00%,-5.00%,0,10380.00%,446.00%,1600.00%,170.00%,0.57,-0.4,240.00%,27,0.553,0.511,"$721,500 ",Free Agency
avilape01,2023,Pedro Avila,26,SDP,50.1,14,6,23,4.11,464.00%,33.00%,-4.00%,0,9610.00%,411.00%,0.00%,0.00%,0.61,-0.1,40.00%,5,0.501,0.5,,Free Agency
bachmsa01,2023,Sam Bachman,23,LAA,17,11,0,7,3.71,473.00%,-9.00%,-32.00%,0.67,10550.00%,546.00%,300.00%,30.00%,0.9,-0.1,40.00%,5,0.529,0.502,,Amateur Draft
bakerbr01,2023,Bryan Baker,28,BAL,45,46,0,19,3.8,465.00%,13.00%,-31.00%,0.13,9700.00%,420.00%,100.00%,10.00%,1.26,-0.1,50.00%,6,0.503,0.501,"$729,000 ",Waivers
balazjo02,2023,Jordan Balazovic,24,MIN,24.1,18,0,13,4.81,462.00%,19.00%,-31.00%,0,10030.00%,413.00%,-200.00%,-20.00%,0.81,0,0.00%,1,0.488,0.499,,Amateur Draft
bandaan01,2023,Anthony Banda*,29,WSN,7,10,0,5,6.43,554.00%,-19.00%,-37.00%,0,10110.00%,543.00%,-100.00%,-10.00%,0.38,0,0.00%,0,0.492,0.5,"$850,000 ",Free Agency
banksta01,2023,Tanner Banks*,31,CHW,61,32,3,32,4.72,478.00%,-30.00%,-23.00%,0.18,10500.00%,529.00%,300.00%,30.00%,0.97,-0.1,80.00%,10,0.51,0.502,,Amateur Draft
bardda01,2023,Daniel Bard,38,COL,49.1,50,0,30,5.47,470.00%,8.00%,-31.00%,0,11510.00%,497.00%,-300.00%,-30.00%,0.9,-0.1,10.00%,2,0.495,0.498,"$9,500,000 ",Free Agency
barlojo01,2023,Joe Barlow,27,TEX,9.2,13,0,5,4.66,464.00%,32.00%,-31.00%,0,10550.00%,424.00%,-100.00%,-10.00%,0.91,0,0.00%,0,0.496,0.5,,Amateur Draft
barlosc01,2023,Scott Barlow,30,2TM,68,63,0,39,5.16,464.00%,4.00%,-31.00%,0.33,9800.00%,455.00%,-500.00%,-50.00%,1.36,-0.3,-20.00%,2,0.492,0.498,"$5,300,000 ",Free Agency
barneja01,2023,Jacob Barnes,33,STL,13.2,13,0,11,7.24,493.00%,-2.00%,-32.00%,0,9770.00%,452.00%,-400.00%,-40.00%,0.58,0,-20.00%,-3,0.469,0.498,,Free Agency
barnema01,2023,Matt Barnes,33,MIA,21.1,24,1,13,5.48,474.00%,-5.00%,-29.00%,0,10210.00%,460.00%,-200.00%,-20.00%,1,-0.1,-10.00%,0,0.491,0.499,"$8,375,000 ",Traded
barnhtu01,2023,Tucker Barnhart,32,CHC,4,4,0,1,2.25,499.00%,43.00%,-33.00%,0,10020.00%,424.00%,100.00%,10.00%,0,-0.1,10.00%,1,0.523,0.501,"$3,250,000 ",Free Agency
barraky01,2023,Kyle Barraclough,33,BOS,7.2,3,0,11,12.91,464.00%,-16.00%,-31.00%,0,11200.00%,504.00%,-700.00%,-60.00%,0.95,0,-50.00%,-6,0.31,0.496,,Free Agency
barrija01,2023,Jaime Barría,26,LAA,82.1,34,6,63,6.89,489.00%,-10.00%,-14.00%,0.21,10310.00%,521.00%,-1600.00%,-160.00%,0.92,-0.1,-90.00%,-7,0.453,0.49,"$1,050,000 ",Amateur Free Agent
bassan01,2023,Anthony Bass,35,TOR,20,22,0,12,5.4,482.00%,58.00%,-32.00%,0,9990.00%,392.00%,-400.00%,-40.00%,0.42,0.1,-10.00%,-1,0.484,0.498,,Traded
bassich01,2023,Chris Bassitt,34,TOR,200,33,33,88,3.96,477.00%,55.00%,22.00%,0,9910.00%,440.00%,700.00%,80.00%,,-0.1,250.00%,29,0.523,0.505,"$19,000,000 ",Free Agency
battepe01,2023,Peyton Battenfield,25,CLE,34.2,7,6,22,5.71,422.00%,18.00%,17.00%,0,9950.00%,419.00%,-600.00%,-60.00%,0.23,0,-30.00%,-3,0.415,0.496,,Traded
baumami01,2023,Mike Baumann,27,BAL,64.2,60,0,29,4.04,466.00%,15.00%,-31.00%,0.35,9570.00%,435.00%,100.00%,20.00%,1.27,-0.1,60.00%,9,0.503,0.501,"$722,300 ",Amateur Draft
bautife01,2023,Félix Bautista,28,BAL,61,56,0,14,2.07,469.00%,9.00%,-31.00%,0.46,9620.00%,456.00%,1600.00%,170.00%,2.04,0.7,300.00%,23,0.53,0.51,"$731,800 ",Free Agency
bazared01,2023,Eduard Bazardo,27,2TM,16,12,0,8,4.5,502.00%,12.00%,-33.00%,0,9540.00%,436.00%,0.00%,0.00%,0.13,0,10.00%,1,0.499,0.501,,Free Agency
beatyma01,2023,Matt Beaty,30,SFG,1,1,0,3,27,363.00%,-13.00%,-24.00%,0,10800.00%,379.00%,-300.00%,-20.00%,0,0.1,-10.00%,-2,0.292,0.499,"$1,250,000 ",Purchased
becktr01,2023,Tristan Beck,27,SFG,85,33,3,40,4.24,499.00%,-8.00%,-17.00%,0.13,9480.00%,477.00%,500.00%,50.00%,0.82,-0.2,110.00%,13,0.516,0.503,,Traded
bednada01,2023,David Bednar,28,PIT,67.1,66,0,22,2.94,473.00%,4.00%,-31.00%,0.34,10110.00%,477.00%,1400.00%,140.00%,1.86,0.4,250.00%,20,0.521,0.509,"$745,000 ",Traded
beeksja02,2023,Jalen Beeks*,29,TBR,42.1,30,8,28,5.95,473.00%,15.00%,-23.00%,0,9640.00%,419.00%,-900.00%,-90.00%,1.29,-0.2,-70.00%,-4,0.471,0.495,"$1,375,000 ",Traded
bellaan01,2023,Andrew Bellatti,31,PHI,24.2,27,0,15,5.47,472.00%,-23.00%,-31.00%,0,9840.00%,456.00%,-200.00%,-20.00%,0.73,0,0.00%,0,0.491,0.498,"$859,000 ",Free Agency
bellobr01,2023,Brayan Bello,24,BOS,157,28,28,77,4.41,483.00%,-12.00%,22.00%,0,10620.00%,549.00%,1700.00%,180.00%,,-0.1,320.00%,34,0.564,0.511,"$729,500 ",Free Agency
bernabr01,2023,Brennan Bernardino*,31,BOS,50.2,55,6,19,3.38,484.00%,-10.00%,-27.00%,0.11,10540.00%,504.00%,900.00%,90.00%,1.07,-0.1,130.00%,14,0.517,0.506,,Waivers
berrijo01,2023,José Berríos,29,TOR,189.2,32,32,82,3.89,469.00%,55.00%,21.00%,0,9940.00%,433.00%,700.00%,70.00%,,-0.1,240.00%,28,0.523,0.505,"$15,714,285 ",Traded
berropr01,2023,Prelander Berroa,23,SEA,1.2,2,0,0,0,524.00%,4.00%,-35.00%,0,8800.00%,427.00%,100.00%,10.00%,1.68,0,10.00%,1,0.541,0.501,,Traded
bethach01,2023,Christian Bethancourt,31,TBR,0.1,1,0,3,81,459.00%,62.00%,-30.00%,0,9400.00%,346.00%,-300.00%,-20.00%,0,0.1,-10.00%,-3,0.272,0.499,"$1,350,000 ",Traded
bibeeta01,2023,Tanner Bibee,24,CLE,142,25,25,49,3.11,473.00%,16.00%,22.00%,0,9690.00%,464.00%,2200.00%,240.00%,,-0.1,370.00%,38,0.598,0.515,,Amateur Draft
bickfph01,2023,Phil Bickford,27,2TM,67.1,61,0,41,5.48,488.00%,23.00%,-32.00%,0.34,9790.00%,457.00%,-700.00%,-70.00%,0.99,-0.2,-20.00%,0,0.489,0.498,"$740,000 ",Waivers
bidoos01,2023,Osvaldo Bido,27,PIT,50.2,16,9,35,6.22,475.00%,5.00%,5.00%,0.11,10170.00%,495.00%,-700.00%,-70.00%,1.32,-0.1,-30.00%,-2,0.457,0.496,,Free Agency
biebesh01,2023,Shane Bieber,28,CLE,128,21,21,56,3.94,463.00%,17.00%,21.00%,0,9620.00%,449.00%,600.00%,70.00%,,-0.1,180.00%,20,0.531,0.504,"$10,010,000 ",Amateur Draft
bielabr01,2023,Brandon Bielak,27,HOU,80,15,13,43,4.84,462.00%,17.00%,18.00%,0,9820.00%,454.00%,-400.00%,-40.00%,0.87,-0.1,30.00%,5,0.476,0.498,,Amateur Draft
birdja01,2023,Jake Bird,27,COL,89.1,70,3,47,4.74,477.00%,9.00%,-30.00%,0,11470.00%,503.00%,300.00%,30.00%,1.12,-0.2,100.00%,12,0.505,0.502,"$722,000 ",Amateur Draft
blachty01,2023,Ty Blach*,32,COL,78,20,13,51,5.88,478.00%,10.00%,13.00%,0,11140.00%,535.00%,-400.00%,-40.00%,0.37,-0.1,20.00%,3,0.478,0.497,"$1,100,000 ",Free Agency
blackpa01,2023,Paul Blackburn,29,OAK,103.2,21,20,54,4.69,460.00%,-51.00%,21.00%,0,9680.00%,515.00%,400.00%,40.00%,1.4,-0.1,130.00%,15,0.52,0.503,"$1,900,000 ",Traded
blancro01,2023,Ronel Blanco,29,HOU,52,17,7,29,5.02,487.00%,15.00%,8.00%,0,9810.00%,470.00%,-200.00%,-30.00%,0.39,0,20.00%,3,0.485,0.498,"$721,200 ",Free Agency
bleieri01,2023,Richard Bleier*,36,BOS,30.2,27,0,20,5.87,480.00%,-14.00%,-32.00%,0,10390.00%,479.00%,-400.00%,-40.00%,0.96,-0.1,-20.00%,-1,0.485,0.497,"$3,500,000 ",Traded
boltoco01,2023,Cody Bolton,25,PIT,21.1,16,0,15,6.33,469.00%,5.00%,-31.00%,0,10000.00%,433.00%,-500.00%,-50.00%,0.41,0.1,-20.00%,-3,0.471,0.497,,Amateur Draft
borucry01,2023,Ryan Borucki*,29,PIT,40.1,38,2,11,2.45,478.00%,4.00%,-27.00%,0,10050.00%,449.00%,900.00%,90.00%,1.3,0,140.00%,13,0.525,0.506,,Free Agency
boushca01,2023,Caleb Boushley,29,MIL,2.1,1,0,1,3.86,499.00%,19.00%,-33.00%,2.42,9600.00%,662.00%,100.00%,10.00%,1.04,0,10.00%,1,0.576,0.5,,Waivers
bowlajo01,2023,Jonathan Bowlan,26,KCR,3,2,1,1,3,403.00%,-22.00%,3.00%,0,10600.00%,454.00%,0.00%,0.00%,0.03,0,10.00%,1,0.525,0.5,,Amateur Draft
bowmama01,2023,Matt Bowman,32,NYY,4,3,0,4,9,446.00%,18.00%,-30.00%,0,10930.00%,436.00%,-200.00%,-20.00%,1.08,0,-20.00%,-2,0.432,0.499,,Free Agency
boxbebr01,2023,Brad Boxberger,35,CHC,20,22,0,11,4.95,489.00%,25.00%,-32.00%,0,10430.00%,451.00%,-100.00%,-10.00%,0.87,-0.1,10.00%,1,0.496,0.499,"$2,000,000 ",Free Agency
boydma01,2023,Matthew Boyd*,32,DET,71,15,15,46,5.83,472.00%,14.00%,22.00%,0,10300.00%,495.00%,-800.00%,-80.00%,,0,-10.00%,0,0.449,0.495,"$10,000,000 ",Free Agency
boylejo01,2023,Joe Boyle,23,OAK,16,3,3,4,2.25,437.00%,-42.00%,20.00%,0,9720.00%,484.00%,400.00%,50.00%,,0,60.00%,6,0.666,0.503,,Traded
brachsi01,2023,Silvino Bracho,30,CIN,7.1,5,0,3,3.68,475.00%,-14.00%,-31.00%,0,11190.00%,513.00%,100.00%,10.00%,0.43,-0.1,10.00%,2,0.524,0.501,,Free Agency
bradfco01,2023,Cody Bradford*,25,TEX,56,20,8,33,5.3,485.00%,26.00%,5.00%,0,10110.00%,470.00%,-400.00%,-40.00%,0.9,-0.1,0.00%,2,0.478,0.497,,Amateur Draft
bradiky01,2023,Kyle Bradish,26,BAL,168.2,30,30,54,2.88,482.00%,15.00%,22.00%,0,9530.00%,466.00%,3100.00%,340.00%,,-0.1,490.00%,50,0.615,0.521,"$728,100 ",Traded
bradlar01,2023,Archie Bradley,30,MIA,7.1,4,0,10,12.27,506.00%,-6.00%,-33.00%,0,10180.00%,488.00%,-600.00%,-50.00%,0.11,0.2,-30.00%,-5,0.366,0.497,,Free Agency
bradlta01,2023,Taj Bradley,22,TBR,104.2,23,21,69,5.93,492.00%,14.00%,21.00%,0,9670.00%,483.00%,-1400.00%,-140.00%,0.19,-0.1,-40.00%,-3,0.44,0.492,,Amateur Draft
brashma01,2023,Matt Brash,25,SEA,70.2,78,0,26,3.31,473.00%,8.00%,-32.00%,0.16,9380.00%,421.00%,600.00%,60.00%,1.48,0,130.00%,14,0.508,0.504,"$725,800 ",Traded
brasiry01,2023,Ryan Brasier,35,2TM,59.2,59,0,24,3.62,473.00%,19.00%,-31.00%,0.19,10200.00%,451.00%,600.00%,60.00%,0.97,0.1,130.00%,12,0.51,0.504,"$2,000,000 ",Free Agency
brazohu01,2023,Huascar Brazobán,33,MIA,58.2,50,0,28,4.3,479.00%,-4.00%,-32.00%,0.29,10330.00%,496.00%,400.00%,50.00%,1.4,-0.1,100.00%,10,0.509,0.503,"$724,000 ",Free Agency
brebbjo01,2023,John Brebbia,33,SFG,38.1,40,10,21,4.93,472.00%,-7.00%,-18.00%,0.15,9780.00%,465.00%,-100.00%,-10.00%,1.15,-0.1,20.00%,3,0.497,0.499,"$1,150,000 ",Free Agency
breweco01,2023,Colten Brewer,30,NYY,8.1,3,0,4,4.32,454.00%,14.00%,-30.00%,0,9960.00%,408.00%,0.00%,0.00%,0.63,0,0.00%,1,0.489,0.5,,Purchased
briesbe01,2023,Beau Brieske,25,DET,35,25,1,14,3.6,467.00%,15.00%,-31.00%,0.16,10420.00%,456.00%,300.00%,30.00%,1.28,0,60.00%,7,0.514,0.502,,Amateur Draft
brighje01,2023,Jeff Brigham,31,NYM,37.2,37,0,23,5.5,483.00%,-8.00%,-32.00%,0.15,9670.00%,459.00%,-400.00%,-40.00%,0.97,-0.1,-10.00%,0,0.49,0.498,"$760,000 ",Traded
bristbr01,2023,Braden Bristo,28,2TM,7,3,0,3,3.86,537.00%,15.00%,-36.00%,0,10090.00%,494.00%,100.00%,10.00%,0.3,0,10.00%,2,0.53,0.5,,Waivers
britojh01,2023,Jhony Brito,25,NYY,90.1,25,13,47,4.68,474.00%,14.00%,6.00%,0,10110.00%,471.00%,-100.00%,-10.00%,0.98,-0.1,70.00%,9,0.496,0.499,,Free Agency
brogdco01,2023,Connor Brogdon,28,PHI,29,27,1,14,4.34,471.00%,-22.00%,-31.00%,0,9990.00%,462.00%,100.00%,10.00%,1.08,-0.1,30.00%,4,0.504,0.501,"$738,750 ",Amateur Draft
brossmi01,2023,Mike Brosseau,29,MIL,2.1,3,0,1,3.86,467.00%,52.00%,-31.00%,0,9640.00%,370.00%,0.00%,0.00%,0,0,0.00%,0,0.499,0.5,"$1,400,000 ",Traded
brownhu01,2023,Hunter Brown,24,HOU,155.2,31,29,94,5.43,473.00%,15.00%,21.00%,0,9880.00%,473.00%,-1400.00%,-140.00%,0.68,-0.1,0.00%,3,0.455,0.491,"$725,000 ",Amateur Draft
bruihju01,2023,Justin Bruihl*,26,2TM,28,27,0,18,5.79,484.00%,40.00%,-32.00%,0,10180.00%,420.00%,-500.00%,-50.00%,0.69,0,-20.00%,-2,0.483,0.499,,Purchased
bubickr01,2023,Kris Bubic*,25,KCR,16,3,3,7,3.94,504.00%,-18.00%,23.00%,0,10170.00%,555.00%,300.00%,30.00%,,0,40.00%,4,0.597,0.502,"$2,200,000 ",Amateur Draft
bukaujb01,2023,J.B. Bukauskas,26,2TM,7,6,0,2,2.57,450.00%,34.00%,-30.00%,0.8,9870.00%,456.00%,200.00%,20.00%,0.71,-0.2,0.00%,2,0.529,0.501,,Waivers
bumgama01,2023,Madison Bumgarner*,33,ARI,16.2,4,4,20,10.8,493.00%,32.00%,23.00%,0,9970.00%,483.00%,-1100.00%,-90.00%,,0,-70.00%,-9,0.281,0.495,"$23,000,000 ",Free Agency
bummeaa01,2023,Aaron Bummer*,29,CHW,58.1,61,0,45,6.94,480.00%,-25.00%,-32.00%,0.39,10450.00%,535.00%,-1100.00%,-110.00%,1.46,-0.4,-90.00%,-5,0.482,0.493,"$3,750,000 ",Amateur Draft
burdini01,2023,Nick Burdi,30,CHC,3,3,0,3,9,524.00%,23.00%,-35.00%,0,9600.00%,448.00%,-200.00%,-10.00%,0.04,0.1,-10.00%,-1,0.452,0.499,,Waivers
burdiza01,2023,Zack Burdi,28,TBR,4,3,0,6,13.5,425.00%,17.00%,-28.00%,0,9890.00%,375.00%,-400.00%,-40.00%,0.33,0.1,-20.00%,-4,0.368,0.498,,Free Agency
burkebr01,2023,Brock Burke*,26,TEX,59.2,53,0,32,4.83,467.00%,27.00%,-31.00%,0.19,10360.00%,443.00%,-300.00%,-30.00%,1.29,-0.2,10.00%,3,0.494,0.498,"$742,840 ",Traded
burleal01,2023,Alec Burleson*,24,STL,1.2,2,0,4,21.6,462.00%,-4.00%,-30.00%,0,9980.00%,436.00%,-300.00%,-30.00%,0,0.1,-10.00%,-3,0.359,0.498,"$721,450 ",Amateur Draft
burneco01,2023,Corbin Burnes,28,MIL,193.2,32,32,77,3.58,463.00%,40.00%,22.00%,0,9840.00%,438.00%,1800.00%,180.00%,,-0.1,350.00%,36,0.558,0.511,"$10,010,000 ",Amateur Draft
busenal01,2023,Alan Busenitz,32,CIN,7,6,0,2,2.57,440.00%,-18.00%,-29.00%,0,10510.00%,451.00%,200.00%,20.00%,0.78,0,20.00%,2,0.526,0.501,,Free Agency
bushma01,2023,Matt Bush,37,MIL,10.1,12,0,11,9.58,470.00%,47.00%,-31.00%,0,9430.00%,370.00%,-700.00%,-60.00%,1.71,-0.3,-80.00%,-6,0.446,0.496,"$1,850,000 ",Traded
buttojo01,2023,José Buttó,25,NYM,42,9,7,17,3.64,461.00%,-9.00%,15.00%,0,9490.00%,460.00%,500.00%,50.00%,0.55,-0.1,80.00%,9,0.553,0.503,,Free Agency
cabreed02,2023,Edward Cabrera,25,MIA,99.2,22,20,48,4.33,472.00%,-4.00%,20.00%,0,10280.00%,510.00%,900.00%,90.00%,0.98,-0.1,180.00%,18,0.541,0.506,"$731,000 ",Amateur Free Agent
cabrege01,2023,Génesis Cabrera*,26,2TM,55.2,61,0,28,4.53,471.00%,23.00%,-31.00%,0,10060.00%,420.00%,-200.00%,-20.00%,1.08,-0.1,20.00%,3,0.496,0.499,"$950,000 ",Traded
cacerke01,2023,Kelvin Caceres,23,LAA,1.1,2,0,1,6.75,428.00%,-11.00%,-28.00%,0,10800.00%,444.00%,0.00%,0.00%,0.08,0,0.00%,0,0.482,0.5,,Free Agency
calvobl01,2023,Blair Calvo,27,COL,1,1,0,0,0,469.00%,10.00%,-31.00%,0,9800.00%,419.00%,0.00%,0.00%,0.02,0,0.00%,1,0.549,0.5,,Amateur Draft
campbis01,2023,Isaiah Campbell,25,SEA,28.2,27,0,9,2.83,472.00%,8.00%,-32.00%,0,9480.00%,410.00%,400.00%,40.00%,0.75,-0.1,50.00%,7,0.514,0.502,,Amateur Draft
cannigr01,2023,Griffin Canning,27,LAA,127,24,22,62,4.39,463.00%,-9.00%,18.00%,0,10430.00%,512.00%,900.00%,90.00%,1.53,-0.1,200.00%,22,0.538,0.506,"$850,000 ",Amateur Draft
canoye01,2023,Yennier Cano,29,BAL,72.2,72,0,19,2.35,467.00%,15.00%,-31.00%,0.08,9590.00%,411.00%,1300.00%,140.00%,1.82,0.4,250.00%,21,0.519,0.508,,Traded
carasma01,2023,Matt Carasiti,31,COL,24.1,16,0,19,7.03,488.00%,10.00%,-32.00%,0.47,11600.00%,571.00%,-300.00%,-30.00%,1.1,-0.1,-20.00%,-1,0.478,0.498,,Free Agency
carltdr01,2023,Drew Carlton,27,SDP,20.2,11,0,12,5.23,438.00%,35.00%,-29.00%,0.28,9680.00%,390.00%,-300.00%,-30.00%,1.44,-0.1,-20.00%,-1,0.473,0.498,,Free Agency
carraca01,2023,Carlos Carrasco,36,NYM,90,20,20,71,7.1,460.00%,-11.00%,21.00%,0,9650.00%,475.00%,-2300.00%,-210.00%,,-0.1,-130.00%,-15,0.393,0.487,"$14,000,000 ",Traded
castada01,2023,Daniel Castano*,28,MIA,3,2,0,8,24,467.00%,-7.00%,-31.00%,0,9480.00%,419.00%,-700.00%,-50.00%,0.09,0.2,-30.00%,-6,0.251,0.497,,Traded
castidi01,2023,Diego Castillo,29,SEA,8.2,8,0,6,6.23,451.00%,10.00%,-30.00%,0,9120.00%,375.00%,-200.00%,-20.00%,0.77,0,-20.00%,-2,0.469,0.498,"$2,950,000 ",Traded
castijo03,2023,José Castillo*,27,SDP,0.1,1,0,4,108,410.00%,103.00%,-27.00%,0,8600.00%,240.00%,-400.00%,-30.00%,0.03,0.1,-10.00%,-4,0.22,0.498,"$730,000 ",Free Agency
castilu02,2023,Luis Castillo,30,SEA,197,33,33,81,3.7,468.00%,9.00%,21.00%,0,9450.00%,454.00%,1600.00%,170.00%,,-0.1,340.00%,37,0.551,0.51,"$11,400,000 ",Traded
castima03,2023,Max Castillo,24,KCR,20.1,7,0,10,4.43,429.00%,-20.00%,-7.00%,0,10240.00%,452.00%,0.00%,0.00%,0.79,0,20.00%,2,0.5,0.5,,Traded
